task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t373,p038,b138,,Update monitoring stack configuration,Investigate why Redis usage spiked last week and produce a write-up.,in progress,5,2026-06-03,,[],[],[]
t374,p036,b132,"u120,u080,u238",Document job runner runbook,Document the steps to run Redis integration in the new environment.,todo,3,2026-06-14,"product,documentation,frontend",[],[],[]
t375,p017,b057,"u258,u009,u139",Bugfix,Provision TypeScript resources for the upcoming launch and verify capacity.,in progress,3,2026-08-15,design-system,[],[],[]
t376,p023,b080,"u158,u290",Review nginx ingress architecture,Coordinate with the platform team on Terraform migration.,done,9,2026-07-13,,[],[],[]
t377,p038,b138,,Set up monitoring stack for backend team,Coordinate with the platform team on Spark migration.,todo,9,,,[],[],[]
t378,p006,b018,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision Redis resources for the upcoming launch and verify capacity.,todo,9,2026-06-17,,[],[],[]
t379,p016,b051,,Review job runner architecture,Document the steps to run PostgreSQL integration in the new environment.,in progress,9,2026-06-19,,[],[],[]
t380,p038,b139,,Docs,Coordinate with the data team on Redis migration.,todo,5,2026-07-03,,[],[],[]
t381,p033,b119,u166,Review nginx ingress architecture,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,1,2026-06-02,,[],[],[]
t382,p025,b090,,Bugfix,Document the steps to run Linux integration in the new environment.,todo,3,2026-04-30,,[],[],[]
t383,p046,b169,"u085,u051,u012",Migrate search index to v18,Review the Linux configuration across production and propose adjustments.,todo,3,2026-06-06,"infrastructure,cost",[],[],[]
t384,p023,b081,"u216,u149,u220",Investigate auth gateway timeouts,Review the Security configuration across production and propose adjustments.,done,3,2026-05-28,,[],[],[]
t385,p004,b016,u012,Investigate nginx ingress cost regression,Provision PostgreSQL resources for the upcoming launch and verify capacity.,in progress,3,,,[],[],[]
t386,p014,b046,,,Coordinate with the data team on Node.js migration.,todo,9,2026-06-05,"mobile,qa,frontend",[],[],[]
t387,p045,b163,"u274,u123,u271",Document auth gateway runbook,Investigate why Next.js usage spiked last week and produce a write-up.,in progress,9,2026-06-18,frontend,[],[],[]
t388,p027,b097,"u043,u276,u191",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Review the Security configuration across production and propose adjustments.,todo,9,2026-06-17,"infrastructure,security,cost",[],[],[]
t389,p049,b180,"u048,u193",Audit API gateway security and policies,Investigate why Airflow usage spiked last week and produce a write-up.,in progress,3,2026-05-26,mobile,[],[],[]
t390,p014,b045,,Bugfix,Provision Airflow resources for the upcoming launch and verify capacity.,in progress,1,2026-06-09,,[],[],[]
t391,p023,b081,,Review search index architecture,Provision AWS resources for the upcoming launch and verify capacity.,done,1,2026-05-22,"infrastructure,aws,monitoring",[],[],[]
t392,p047,b173,"u222,u226,u191",Tests,Provision Terraform resources for the upcoming launch and verify capacity.,todo,9,2026-05-27,"infrastructure,cost",[],[],[]
t393,p048,b176,"u157,u194,u183",Tests,Investigate why Next.js usage spiked last week and produce a write-up.,done,9,2026-06-06,,[],[],[]
t394,p038,b139,"u242,u150",Refactor,Review the PostgreSQL configuration across production and propose adjustments.,in progress,3,2026-05-15,"mobile,documentation,frontend",[],[],[]
t395,p038,b138,,Patch CVE in event bus,Review the Docker configuration across production and propose adjustments.,done,3,2026-09-10,"infrastructure,review",[],[],[]
t396,p001,b002,,Review job runner architecture,Provision Spark resources for the upcoming launch and verify capacity.,todo,5,2026-06-09,qa,[],[],[]
t397,p023,b081,u293,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Document the steps to run Next.js integration in the new environment.,in progress,3,2026-09-02,design-system,[],[],[]
t398,p029,b103,u033,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why TypeScript usage spiked last week and produce a write-up.,done,1,2026-06-10,,[],[],[]
t399,p046,b166,u220,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Review the Monitoring configuration across production and propose adjustments.,done,3,2026-06-04,,[],[],[]
t400,p042,b152,"u155,u075",Investigate nginx ingress latency spike,Provision Spark resources for the upcoming launch and verify capacity.,done,5,2026-06-19,,[],[],[]
t401,p047,b171,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Coordinate with the backend team on Docker migration.,todo,9,2026-06-07,"infrastructure,security",[],[],[]
t402,p021,b074,,Update Redis configuration,Document the steps to run ML integration in the new environment.,todo,9,2026-05-28,frontend,[],[],[]
t403,p006,b012,,Patch CVE in job runner,Document the steps to run TypeScript integration in the new environment.,todo,5,,frontend,[],[],[]
t404,p004,b008,,Review auth gateway architecture,Review the Redis configuration across production and propose adjustments.,todo,1,2026-06-19,,[],[],[]
t405,p006,b018,,Set up Redis for data team,Provision TypeScript resources for the upcoming launch and verify capacity.,todo,5,2026-05-28,"documentation,mobile",[],[],[]
t406,p029,b103,,Docs,Review the PostgreSQL configuration across production and propose adjustments.,done,5,2026-09-03,design-system,[],[],[]
t407,p015,b050,,Set up Kafka for backend team,Provision TypeScript resources for the upcoming launch and verify capacity.,done,5,2026-09-13,,[],[],[]
t408,p007,b019,"u148,u277",Patch CVE in search index,Document the steps to run Node.js integration in the new environment.,done,5,2026-06-22,,[],[],[]
t409,p042,b154,"u132,u196,u054",Audit API gateway security and policies,Provision Spark resources for the upcoming launch and verify capacity.,in progress,1,2026-06-09,,[],[],[]
t410,p021,b073,,Set up Spark cluster for data team,Review the Spark configuration across production and propose adjustments.,done,5,2026-05-26,,[],[],[]
t411,p049,b179,u297,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Review the Security configuration across production and propose adjustments.,done,3,2026-06-13,"infrastructure,security",[],[],[]
t412,p009,b028,"u218,u248,u197",Set up Kafka for backend team,Document the steps to run Kafka integration in the new environment.,in progress,3,2026-06-01,,[],[],[]
t413,p041,b150,"u071,u025,u008",Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Coordinate with the platform team on TypeScript migration.,in progress,5,2026-03-12,"qa,documentation",[],[],[]
t414,p033,b121,,Investigate nginx ingress latency spike,Provision Next.js resources for the upcoming launch and verify capacity.,done,1,2026-05-22,,[],[],[]
t415,p002,b003,,Logs,Review the Monitoring configuration across production and propose adjustments.,todo,5,2026-06-17,,[],[],[]
t416,p033,b119,"u175,u119",,Coordinate with the platform team on Linux migration.,todo,5,2026-04-22,"infrastructure,aws,cloud",[],[],[]
t417,p040,b146,u254,Set up Spark cluster for data team,Document the steps to run AWS integration in the new environment.,done,3,2026-05-23,,[],[],[]
t418,p041,b148,"u105,u235",Document auth gateway runbook,Review the Monitoring configuration across production and propose adjustments.,todo,9,2026-08-14,,[],[],[]
t419,p050,b182,,Docs,Review the Next.js configuration across production and propose adjustments.,in progress,5,2026-07-24,"qa,product,mobile",[],[],[]
t420,p033,b119,"u234,u084,u214",Patch CVE in search index,Document the steps to run Spark integration in the new environment.,todo,1,2026-06-14,product,[],[],[]
t421,p024,b084,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Coordinate with the backend team on Monitoring migration.,todo,1,2026-06-18,,[],[],[]
t422,p020,b069,,Update PostgreSQL configuration,Provision Monitoring resources for the upcoming launch and verify capacity.,in progress,9,,"infrastructure,terraform",[],[],[]
t423,p042,b154,,Review auth gateway architecture,Provision PostgreSQL resources for the upcoming launch and verify capacity.,done,9,2026-08-13,,[],[],[]
t424,p038,b137,,Update monitoring stack configuration,Document the steps to run Airflow integration in the new environment.,todo,9,2026-06-16,,[],[],[]
t425,p035,b127,u095,Roll out audit log viewer to canary,Investigate why NLP usage spiked last week and produce a write-up.,todo,3,2026-06-18,,[],[],[]
t426,p018,b059,"u043,u129,u124",Tests,Review the TypeScript configuration across production and propose adjustments.,done,3,2026-05-30,,[],[],[]
t427,p023,b079,,Set up PostgreSQL for ML team,Provision Security resources for the upcoming launch and verify capacity.,todo,3,2026-09-16,"infrastructure,aws",[],[],[]
t428,p050,b182,,Logs,Coordinate with the data team on PostgreSQL migration.,todo,3,2026-03-16,,[],[],[]
t429,p045,b165,,Set up Redis for backend team,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,9,2026-06-12,,[],[],[]
t430,p005,b009,,Docs,Provision Security resources for the upcoming launch and verify capacity.,done,9,2026-02-16,,[],[],[]
t431,p030,b109,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Provision AWS resources for the upcoming launch and verify capacity.,in progress,3,2026-05-21,"infrastructure,cloud,security",[],[],[]
t432,p003,b006,u010,Roll out feature flag dashboard to staging,Provision TypeScript resources for the upcoming launch and verify capacity.,in progress,9,2026-05-29,"qa,documentation",[],[],[]
t433,p004,b016,u012,Roll out audit log viewer to staging,Investigate why Airflow usage spiked last week and produce a write-up.,done,3,2026-05-29,,[],[],[]
t434,p013,b041,"u111,u060,u288",Set up PostgreSQL for platform team,Provision Monitoring resources for the upcoming launch and verify capacity.,todo,1,2026-06-05,"infrastructure,terraform,reliability",[],[],[]
t435,p050,b181,,Audit Kubernetes cluster security and policies,Document the steps to run AWS integration in the new environment.,todo,3,2026-05-21,"infrastructure,kubernetes,review",[],[],[]
t436,p010,b032,,Update Redis configuration,Coordinate with the data team on NLP migration.,done,3,2026-08-09,,[],[],[]
t437,p022,b078,u167,Roll out feature flag dashboard to canary,Investigate why Redis usage spiked last week and produce a write-up.,done,1,2026-09-12,"mobile,design-system",[],[],[]
t438,p003,b005,u010,Document nginx ingress runbook,Document the steps to run Node.js integration in the new environment.,in progress,9,2026-05-24,"design-system,mobile,documentation",[],[],[]
t439,p018,b059,,Review search index architecture,Provision Kafka resources for the upcoming launch and verify capacity.,in progress,9,2026-06-10,qa,[],[],[]
t440,p018,b061,"u201,u157,u214",Review nginx ingress architecture,Document the steps to run React integration in the new environment.,in progress,1,2026-06-17,"product,design-system",[],[],[]
t441,p014,b046,"u078,u246,u185",Update PostgreSQL configuration,Investigate why Node.js usage spiked last week and produce a write-up.,todo,5,,,[],[],[]
t442,p019,b063,,Roll out cost report to canary,Document the steps to run Security integration in the new environment.,done,9,2026-06-12,,[],[],[]
t443,p043,b155,u191,Patch CVE in auth gateway,Provision AWS resources for the upcoming launch and verify capacity.,todo,9,,,[],[],[]
t444,p039,b143,,Migrate event bus to v1.7,Document the steps to run Kafka integration in the new environment.,done,9,2026-08-19,"qa,product,design-system",[],[],[]
t445,p049,b178,"u074,u075,u166",Update Redis configuration,Coordinate with the platform team on Node.js migration.,done,1,2026-08-20,"documentation,design-system",[],[],[]
t446,p025,b088,,Bugfix,Coordinate with the platform team on Node.js migration.,done,9,2026-07-09,,[],[],[]
t447,p036,b132,"u128,u004",Tests,Coordinate with the ML team on React migration.,in progress,3,2026-06-03,,[],[],[]
t448,p023,b080,"u095,u170,u021",Tests,Review the Spark configuration across production and propose adjustments.,in progress,1,2026-06-07,qa,[],[],[]
t449,p037,b136,,Audit Kubernetes cluster security and policies,Investigate why Next.js usage spiked last week and produce a write-up.,done,3,2026-05-30,,[],[],[]
t450,p016,b054,"u074,u004,u194",Cleanup,Review the Next.js configuration across production and propose adjustments.,todo,3,2026-08-30,,[],[],[]
t451,p041,b150,u293,Review nginx ingress architecture,Provision AWS resources for the upcoming launch and verify capacity.,todo,9,2026-06-17,"infrastructure,reliability,cloud",[],[],[]
t452,p015,b049,"u107,u133",Investigate nginx ingress timeouts,Provision PostgreSQL resources for the upcoming launch and verify capacity.,todo,5,2026-06-21,,[],[],[]
t453,p032,b118,"u230,u144,u301",Patch CVE in auth gateway,Investigate why Node.js usage spiked last week and produce a write-up.,done,5,2026-07-15,,[],[],[]
t454,p034,b122,,Patch CVE in job runner,Investigate why Kafka usage spiked last week and produce a write-up.,done,9,2026-06-07,,[],[],[]
t455,p017,b058,"u249,u270,u086",Document search index runbook,Coordinate with the platform team on TypeScript migration.,in progress,1,2026-03-23,product,[],[],[]
t456,p050,b182,"u244,u030,u198",Audit Kubernetes cluster security and policies,Investigate why NLP usage spiked last week and produce a write-up.,done,9,2026-04-01,"product,mobile,react",[],[],[]
t457,p038,b138,u270,Investigate nginx ingress cost regression,Review the Terraform configuration across production and propose adjustments.,in progress,9,2026-06-01,,[],[],[]
t458,p018,b061,,Document search index runbook,Provision Spark resources for the upcoming launch and verify capacity.,done,5,2026-09-11,,[],[],[]
t459,p002,b003,,Migrate job runner to v15,Coordinate with the data team on Security migration.,todo,1,2026-06-05,"infrastructure,monitoring",[],[],[]
t460,p022,b078,"u019,u220",Tests,Review the AWS configuration across production and propose adjustments.,todo,5,2026-07-20,,[],[],[]
t461,p022,b076,u168,Set up monitoring stack for ML team,Document the steps to run NLP integration in the new environment.,done,5,2026-07-16,"qa,product,design-system",[],[],[]
t462,p035,b128,"u206,u190",Roll out cost report to production,Investigate why Monitoring usage spiked last week and produce a write-up.,todo,5,2026-08-26,"infrastructure,security",[],[],[]
t463,p036,b129,"u120,u153,u238",Patch CVE in nginx ingress,Investigate why Security usage spiked last week and produce a write-up.,in progress,9,2026-04-17,"infrastructure,review",[],[],[]
t464,p024,b086,u161,Document search index runbook,Document the steps to run Airflow integration in the new environment.,done,1,2026-07-19,,[],[],[]
t465,p001,b002,"u001,u004",Patch CVE in search index,Review the NLP configuration across production and propose adjustments.,todo,5,2026-03-28,,[],[],[]
t466,p041,b150,"u193,u043",Patch CVE in auth gateway,Review the Node.js configuration across production and propose adjustments.,todo,3,2026-07-23,,[],[],[]
t467,p045,b163,"u003,u127",Review nginx ingress architecture,Provision Linux resources for the upcoming launch and verify capacity.,done,9,2026-05-21,"infrastructure,monitoring,kubernetes",[],[],[]
t468,p033,b120,,Set up PostgreSQL for platform team,Investigate why Linux usage spiked last week and produce a write-up.,done,3,2026-06-15,,[],[],[]
t469,p021,b072,"u238,u206",Document payment service runbook,Coordinate with the backend team on Terraform migration.,done,9,2026-05-25,"infrastructure,cloud,security",[],[],[]
t470,p008,b023,"u205,u270",Set up Kafka for backend team,Investigate why Node.js usage spiked last week and produce a write-up.,in progress,3,2026-06-06,"frontend,design-system",[],[],[]
t471,p013,b042,"u168,u288",Bugfix,Coordinate with the ML team on Linux migration.,in progress,5,2026-06-06,"infrastructure,review,terraform",[],[],[]
t472,p040,b146,,Investigate nginx ingress flaky tests,Document the steps to run Redis integration in the new environment.,todo,5,2026-06-10,"product,frontend",[],[],[]
t473,p032,b116,"u174,u108",Migrate search index to v1.7,Review the AWS configuration across production and propose adjustments.,todo,5,2026-06-10,"infrastructure,kubernetes",[],[],[]
t474,p026,b091,,Update Spark cluster configuration,Provision Docker resources for the upcoming launch and verify capacity.,in progress,5,2026-07-12,"infrastructure,cloud,review",[],[],[]
t475,p015,b049,,Logs,Investigate why Kubernetes usage spiked last week and produce a write-up.,done,5,2026-05-20,"infrastructure,review",[],[],[]
t476,p042,b152,u263,Update Kafka configuration,Provision Kafka resources for the upcoming launch and verify capacity.,todo,1,2026-01-26,frontend,[],[],[]
t477,p023,b080,u216,,Provision Kubernetes resources for the upcoming launch and verify capacity.,done,9,,,[],[],[]
t478,p006,b011,,Roll out feature flag dashboard to production,Investigate why Terraform usage spiked last week and produce a write-up.,done,1,2026-06-19,,[],[],[]
t479,p008,b024,,Docs,Coordinate with the backend team on Next.js migration.,done,1,2026-07-15,,[],[],[]
t480,p029,b104,,Roll out feature flag dashboard to staging,Provision Kubernetes resources for the upcoming launch and verify capacity.,todo,5,2026-07-27,"infrastructure,cost,kubernetes",[],[],[]
t481,p010,b033,"u283,u170",Docs,Review the ML configuration across production and propose adjustments.,todo,3,2026-06-26,"qa,mobile",[],[],[]
t482,p031,b113,u148,Document nginx ingress runbook,Provision React resources for the upcoming launch and verify capacity.,done,5,2026-06-14,,[],[],[]
t483,p028,b101,"u062,u055",Patch CVE in job runner,Investigate why Linux usage spiked last week and produce a write-up.,todo,3,2026-07-17,"infrastructure,aws",[],[],[]
t484,p013,b041,"u258,u041",Set up Redis for ML team,Review the ML configuration across production and propose adjustments.,todo,3,2026-06-15,,[],[],[]
t485,p019,b066,,Roll out cost report to staging,Coordinate with the platform team on Security migration.,done,5,2026-05-26,"infrastructure,infrastructure",[],[],[]
t486,p011,b035,u054,Investigate event bus flaky tests,Coordinate with the data team on Redis migration.,todo,3,2026-06-01,,[],[],[]
t487,p002,b013,,Set up Spark cluster for backend team,Provision Docker resources for the upcoming launch and verify capacity.,in progress,3,2026-07-04,,[],[],[]
t488,p012,b039,,Update monitoring stack configuration,Coordinate with the backend team on React migration.,todo,5,2026-06-09,,[],[],[]
t489,p025,b087,"u273,u239,u075",Cleanup,Review the Kubernetes configuration across production and propose adjustments.,in progress,9,2026-06-18,"infrastructure,review",[],[],[]
t490,p021,b071,"u178,u038",Investigate auth gateway memory leak,Provision React resources for the upcoming launch and verify capacity.,todo,1,2026-06-10,,[],[],[]
t491,p035,b126,"u278,u090,u123",Update PostgreSQL configuration,Investigate why NLP usage spiked last week and produce a write-up.,done,3,2026-05-23,,[],[],[]
t492,p041,b150,,Migrate payment service to v2.0,Provision NLP resources for the upcoming launch and verify capacity.,todo,5,2026-07-16,product,[],[],[]
t493,p016,b052,,Document search index runbook,Coordinate with the platform team on Security migration.,todo,5,2026-09-08,,[],[],[]
t494,p037,b134,,Update Kafka configuration,Review the Spark configuration across production and propose adjustments.,done,5,2026-05-25,qa,[],[],[]
t495,p015,b048,"u294,u206,u292",Roll out cost report to staging,Document the steps to run Next.js integration in the new environment.,done,3,2026-06-18,,[],[],[]
t496,p020,b067,"u168,u015",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Provision Kubernetes resources for the upcoming launch and verify capacity.,todo,9,2026-07-23,,[],[],[]
t497,p021,b073,,Document search index runbook,Review the AWS configuration across production and propose adjustments.,done,1,2026-03-21,,[],[],[]
t498,p014,b047,,Document payment service runbook,Review the React configuration across production and propose adjustments.,done,1,2026-05-30,"documentation,mobile",[],[],[]
t499,p001,b002,,Review nginx ingress architecture,Coordinate with the data team on Airflow migration.,todo,1,2026-02-17,,[],[],[]
t500,p015,b049,"u237,u067",Document nginx ingress runbook,Provision Node.js resources for the upcoming launch and verify capacity.,in progress,1,2026-06-12,,[],[],[]
t501,p017,b055,u270,Roll out cost report to production,Review the Node.js configuration across production and propose adjustments.,done,1,2026-04-24,,[],[],[]
t502,p018,b060,u040,Patch CVE in search index,Document the steps to run PostgreSQL integration in the new environment.,todo,1,2026-05-24,,[],[],[]
t503,p034,b125,,Update PostgreSQL configuration,Investigate why Node.js usage spiked last week and produce a write-up.,todo,9,2026-07-15,,[],[],[]
t504,p010,b031,,Docs,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,1,,,[],[],[]
t505,p010,b033,"u271,u227,u283",Investigate search index memory leak,Investigate why React usage spiked last week and produce a write-up.,todo,5,2026-06-08,"react,frontend",[],[],[]
t506,p019,b064,u155,Document search index runbook,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,9,2026-07-02,,[],[],[]
t507,p036,b131,,Investigate auth gateway latency spike,Investigate why TypeScript usage spiked last week and produce a write-up.,in progress,3,2026-09-05,,[],[],[]
t508,p011,b035,,Patch CVE in event bus,Document the steps to run Linux integration in the new environment.,todo,1,2026-07-04,,[],[],[]
t509,p001,b004,,Tests,Provision Spark resources for the upcoming launch and verify capacity.,todo,1,2026-08-22,,[],[],[]
t510,p034,b123,u215,Migrate auth gateway to v1.7,Coordinate with the backend team on ML migration.,in progress,1,2026-06-09,,[],[],[]
t511,p005,b009,"u013,u014",Investigate job runner timeouts,Review the Airflow configuration across production and propose adjustments.,todo,5,2026-06-01,,[],[],[]
t512,p046,b168,u086,Logs,Review the Terraform configuration across production and propose adjustments.,done,5,2026-05-27,"infrastructure,devops",[],[],[]
t513,p005,b017,,Audit Kubernetes cluster security and policies,Investigate why Terraform usage spiked last week and produce a write-up.,in progress,5,2026-05-25,,[],[],[]
t514,p045,b164,u129,Roll out feature flag dashboard to canary,Coordinate with the platform team on Node.js migration.,in progress,9,,,[],[],[]
t515,p039,b144,,Audit Kubernetes cluster security and policies,Investigate why NLP usage spiked last week and produce a write-up.,todo,5,2026-06-13,,[],[],[]
t516,p001,b002,,Investigate search index timeouts,Review the TypeScript configuration across production and propose adjustments.,done,9,,,[],[],[]
t517,p007,b021,,Update Redis configuration,Review the Docker configuration across production and propose adjustments.,in progress,1,2026-06-02,"infrastructure,kubernetes",[],[],[]
t518,p013,b042,,,Coordinate with the data team on Docker migration.,in progress,5,2026-03-17,"infrastructure,terraform",[],[],[]
t519,p032,b118,"u254,u037",Migrate auth gateway to v18,Investigate why ML usage spiked last week and produce a write-up.,todo,5,2026-06-02,,[],[],[]
t520,p014,b047,,Update PostgreSQL configuration,Document the steps to run React integration in the new environment.,done,1,2026-06-07,,[],[],[]
t521,p006,b018,,Set up monitoring stack for data team,Provision Redis resources for the upcoming launch and verify capacity.,todo,3,2026-08-07,product,[],[],[]
t522,p049,b180,"u236,u153,u193",Roll out feature flag dashboard to staging,Provision Linux resources for the upcoming launch and verify capacity.,todo,5,2026-06-19,"infrastructure,devops,security",[],[],[]
t523,p025,b090,,Review job runner architecture,Coordinate with the ML team on Security migration.,done,1,2026-05-25,"infrastructure,aws,infrastructure",[],[],[]
t524,p031,b114,,Roll out audit log viewer to production,Review the Redis configuration across production and propose adjustments.,todo,1,2026-05-28,,[],[],[]
t525,p040,b146,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision React resources for the upcoming launch and verify capacity.,done,3,2026-05-29,,[],[],[]
t526,p049,b179,u153,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Investigate why Next.js usage spiked last week and produce a write-up.,todo,5,2026-05-23,"qa,frontend,mobile",[],[],[]
t527,p040,b147,"u140,u262,u115",Roll out feature flag dashboard to production,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,1,2026-05-29,"frontend,mobile,product",[],[],[]
t528,p043,b156,"u098,u164,u170",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Review the PostgreSQL configuration across production and propose adjustments.,todo,3,2026-08-16,,[],[],[]
t529,p030,b109,"u216,u276",Set up Kafka for platform team,Review the Kubernetes configuration across production and propose adjustments.,todo,5,2026-05-21,"infrastructure,kubernetes",[],[],[]
t530,p045,b162,"u014,u062,u121",Document event bus runbook,Provision Kafka resources for the upcoming launch and verify capacity.,done,9,2026-06-14,"product,mobile,qa",[],[],[]
t531,p029,b106,u066,Set up PostgreSQL for backend team,Document the steps to run Docker integration in the new environment.,done,1,,"infrastructure,cloud,devops",[],[],[]
t532,p040,b146,"u021,u042,u187",Roll out audit log viewer to production,Document the steps to run Security integration in the new environment.,in progress,5,2026-05-24,"infrastructure,security,cost",[],[],[]
t533,p018,b061,"u108,u152",Audit API gateway security and policies,Investigate why Security usage spiked last week and produce a write-up.,in progress,9,2026-07-18,,[],[],[]
t534,p048,b175,"u001,u212",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Review the Node.js configuration across production and propose adjustments.,todo,9,2026-09-15,,[],[],[]
t535,p038,b138,,Update Redis configuration,Review the Node.js configuration across production and propose adjustments.,in progress,9,2026-06-19,,[],[],[]
t536,p014,b046,,Document auth gateway runbook,Coordinate with the data team on Kafka migration.,done,3,,,[],[],[]
t537,p012,b038,"u090,u130",Audit API gateway security and policies,Investigate why Kafka usage spiked last week and produce a write-up.,todo,5,2026-08-23,,[],[],[]
t538,p033,b121,,Migrate nginx ingress to v18,Provision Security resources for the upcoming launch and verify capacity.,in progress,9,2026-09-09,"infrastructure,aws",[],[],[]
t539,p017,b057,"u038,u242,u156",Set up PostgreSQL for platform team,Coordinate with the data team on AWS migration.,todo,1,2026-05-20,"infrastructure,kubernetes,reliability",[],[],[]
t540,p029,b104,,Document search index runbook,Coordinate with the backend team on AWS migration.,todo,5,2026-05-26,"infrastructure,review,infrastructure",[],[],[]
t541,p043,b155,,Set up monitoring stack for data team,Coordinate with the backend team on Spark migration.,in progress,5,2026-05-23,,[],[],[]
t542,p032,b116,,Set up Kafka for data team,Coordinate with the backend team on Redis migration.,todo,5,2026-06-18,,[],[],[]
t543,p014,b044,u102,Document job runner runbook,Review the Security configuration across production and propose adjustments.,done,9,2026-06-13,"infrastructure,security",[],[],[]
t544,p046,b169,"u233,u085,u040",Update PostgreSQL configuration,Document the steps to run Terraform integration in the new environment.,todo,3,2026-06-01,"infrastructure,aws",[],[],[]
t545,p015,b050,,Update Spark cluster configuration,Investigate why Node.js usage spiked last week and produce a write-up.,in progress,1,2026-02-05,,[],[],[]
t546,p024,b085,,Migrate nginx ingress to v2.0,Review the Monitoring configuration across production and propose adjustments.,in progress,1,2026-08-20,,[],[],[]
t547,p017,b057,"u009,u270,u070",Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,1,2026-05-30,,[],[],[]
t548,p026,b092,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Coordinate with the backend team on AWS migration.,todo,1,2026-09-04,"infrastructure,monitoring,kubernetes",[],[],[]
t549,p011,b034,"u080,u288,u116",,Investigate why Docker usage spiked last week and produce a write-up.,done,3,2026-06-16,"infrastructure,kubernetes,terraform",[],[],[]
t550,p046,b167,,Document auth gateway runbook,Investigate why AWS usage spiked last week and produce a write-up.,done,1,2026-06-03,"infrastructure,monitoring",[],[],[]
t551,p019,b063,,Migrate job runner to v2.0,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,3,2026-01-26,,[],[],[]
t552,p040,b146,,Patch CVE in job runner,Document the steps to run Kubernetes integration in the new environment.,todo,9,2026-06-08,,[],[],[]
t553,p031,b114,"u236,u287",Document event bus runbook,Investigate why Terraform usage spiked last week and produce a write-up.,in progress,3,,,[],[],[]
t554,p047,b172,"u163,u061,u200",Audit API gateway security and policies,Coordinate with the data team on Spark migration.,in progress,5,,"qa,design-system",[],[],[]
t555,p006,b018,,Logs,Coordinate with the backend team on Monitoring migration.,done,1,2026-05-25,"infrastructure,cost",[],[],[]
t556,p034,b125,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Investigate why Docker usage spiked last week and produce a write-up.,done,9,2026-07-23,,[],[],[]
t557,p007,b020,"u016,u232",Tests,Document the steps to run NLP integration in the new environment.,todo,5,2026-06-11,,[],[],[]
t558,p048,b174,"u082,u040",Audit Kubernetes cluster security and policies,Review the React configuration across production and propose adjustments.,todo,3,2026-06-15,,[],[],[]
t559,p020,b067,,Document nginx ingress runbook,Provision TypeScript resources for the upcoming launch and verify capacity.,done,3,2026-06-21,,[],[],[]
t560,p019,b063,"u198,u178",Investigate event bus memory leak,Document the steps to run ML integration in the new environment.,done,9,2026-02-16,,[],[],[]
t561,p020,b068,,Review event bus architecture,Review the NLP configuration across production and propose adjustments.,todo,1,2026-06-09,,[],[],[]
